PlateName	Plate	Well	drug1	concdrug1.micro_M.	drug2	concdrug2.micro_M.	GeneID
2	2	L19	Disulfiram	0.0390625	AKTi VIII	0.0390625	Disulfiram_0.0390625_AKTi VIII_0.0390625
2	2	L20	Disulfiram	5	AKTi VIII	5	Disulfiram_5_AKTi VIII_5
2	2	L21	Disulfiram	0.01953125	AKTi VIII	0.01953125	Disulfiram_0.01953125_AKTi VIII_0.01953125
2	2	L22	Disulfiram	10	AKTi VIII	10	Disulfiram_10_AKTi VIII_10
2	2	L23	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
2	2	L24	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	2	M01	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	2	M02	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
2	2	M03	Disulfiram	10	WORT	10	Disulfiram_10_WORT_10
2	2	M04	Disulfiram	0.01953125	WORT	0.01953125	Disulfiram_0.01953125_WORT_0.01953125
2	2	M05	Disulfiram	5	WORT	5	Disulfiram_5_WORT_5
2	2	M06	Disulfiram	0.0390625	WORT	0.0390625	Disulfiram_0.0390625_WORT_0.0390625
2	2	M07	Disulfiram	2.5	WORT	2.5	Disulfiram_2.5_WORT_2.5
2	2	M08	Disulfiram	0.078125	WORT	0.078125	Disulfiram_0.078125_WORT_0.078125
2	2	M09	Disulfiram	1.25	WORT	1.25	Disulfiram_1.25_WORT_1.25
2	2	M10	Disulfiram	0.15625	WORT	0.15625	Disulfiram_0.15625_WORT_0.15625
2	2	M11	Disulfiram	0.625	WORT	0.625	Disulfiram_0.625_WORT_0.625
2	2	M12	Disulfiram	0.3125	WORT	0.3125	Disulfiram_0.3125_WORT_0.3125
2	2	M13	Disulfiram	0.3125	WORT	0.3125	Disulfiram_0.3125_WORT_0.3125
2	2	M14	Disulfiram	0.625	WORT	0.625	Disulfiram_0.625_WORT_0.625
2	2	M15	Disulfiram	0.15625	WORT	0.15625	Disulfiram_0.15625_WORT_0.15625
2	2	M16	Disulfiram	1.25	WORT	1.25	Disulfiram_1.25_WORT_1.25
2	2	M17	Disulfiram	0.078125	WORT	0.078125	Disulfiram_0.078125_WORT_0.078125
2	2	M18	Disulfiram	2.5	WORT	2.5	Disulfiram_2.5_WORT_2.5
2	2	M19	Disulfiram	0.0390625	WORT	0.0390625	Disulfiram_0.0390625_WORT_0.0390625
2	2	M20	Disulfiram	5	WORT	5	Disulfiram_5_WORT_5
2	2	M21	Disulfiram	0.01953125	WORT	0.01953125	Disulfiram_0.01953125_WORT_0.01953125
2	2	M22	Disulfiram	10	WORT	10	Disulfiram_10_WORT_10
2	2	M23	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
2	2	M24	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	2	N01	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	2	N02	MK2206	0	DMSO	0	DMSO_0_DMSO_0
2	2	N03	MK2206	10	DMSO	0	MK2206_10_DMSO_10
2	2	N04	MK2206	0.01953125	DMSO	0	MK2206_0.01953125_DMSO_0.01953125
2	2	N05	MK2206	5	DMSO	0	MK2206_5_DMSO_5
2	2	N06	MK2206	0.0390625	DMSO	0	MK2206_0.0390625_DMSO_0.0390625
2	2	N07	MK2206	2.5	DMSO	0	MK2206_2.5_DMSO_2.5
2	2	N08	MK2206	0.078125	DMSO	0	MK2206_0.078125_DMSO_0.078125
2	2	N09	MK2206	1.25	DMSO	0	MK2206_1.25_DMSO_1.25
2	2	N10	MK2206	0.15625	DMSO	0	MK2206_0.15625_DMSO_0.15625
2	2	N11	MK2206	0.625	DMSO	0	MK2206_0.625_DMSO_0.625
2	2	N12	MK2206	0.3125	DMSO	0	MK2206_0.3125_DMSO_0.3125
2	2	N13	MK2206	0.3125	DMSO	0	MK2206_0.3125_DMSO_0.3125
2	2	N14	MK2206	0.625	DMSO	0	MK2206_0.625_DMSO_0.625
2	2	N15	MK2206	0.15625	DMSO	0	MK2206_0.15625_DMSO_0.15625
2	2	N16	MK2206	1.25	DMSO	0	MK2206_1.25_DMSO_1.25
2	2	N17	MK2206	0.078125	DMSO	0	MK2206_0.078125_DMSO_0.078125
2	2	N18	MK2206	2.5	DMSO	0	MK2206_2.5_DMSO_2.5
2	2	N19	MK2206	0.0390625	DMSO	0	MK2206_0.0390625_DMSO_0.0390625
2	2	N20	MK2206	5	DMSO	0	MK2206_5_DMSO_5
2	2	N21	MK2206	0.01953125	DMSO	0	MK2206_0.01953125_DMSO_0.01953125
2	2	N22	MK2206	10	DMSO	0	MK2206_10_DMSO_10
2	2	N23	MK2206	0	DMSO	0	DMSO_0_DMSO_0
2	2	N24	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	2	O01	STATTIC	20	STATTIC	20	STATTIC
2	2	O02	AKTi VIII	0	DMSO	0	DMSO_0_DMSO_0
2	2	O03	AKTi VIII	10	DMSO	0	AKTi VIII_10_DMSO_10
2	2	O04	AKTi VIII	0.01953125	DMSO	0	AKTi VIII_0.01953125_DMSO_0.01953125
2	2	O05	AKTi VIII	5	DMSO	0	AKTi VIII_5_DMSO_5
2	2	O06	AKTi VIII	0.0390625	DMSO	0	AKTi VIII_0.0390625_DMSO_0.0390625
2	2	O07	AKTi VIII	2.5	DMSO	0	AKTi VIII_2.5_DMSO_2.5
2	2	O08	AKTi VIII	0.078125	DMSO	0	AKTi VIII_0.078125_DMSO_0.078125
2	2	O09	AKTi VIII	1.25	DMSO	0	AKTi VIII_1.25_DMSO_1.25
2	2	O10	AKTi VIII	0.15625	DMSO	0	AKTi VIII_0.15625_DMSO_0.15625
2	2	O11	AKTi VIII	0.625	DMSO	0	AKTi VIII_0.625_DMSO_0.625
2	2	O12	AKTi VIII	0.3125	DMSO	0	AKTi VIII_0.3125_DMSO_0.3125
2	2	O13	AKTi VIII	0.3125	DMSO	0	AKTi VIII_0.3125_DMSO_0.3125
2	2	O14	AKTi VIII	0.625	DMSO	0	AKTi VIII_0.625_DMSO_0.625
2	2	O15	AKTi VIII	0.15625	DMSO	0	AKTi VIII_0.15625_DMSO_0.15625
2	2	O16	AKTi VIII	1.25	DMSO	0	AKTi VIII_1.25_DMSO_1.25
2	2	O17	AKTi VIII	0.078125	DMSO	0	AKTi VIII_0.078125_DMSO_0.078125
2	2	O18	AKTi VIII	2.5	DMSO	0	AKTi VIII_2.5_DMSO_2.5
2	2	O19	AKTi VIII	0.0390625	DMSO	0	AKTi VIII_0.0390625_DMSO_0.0390625
2	2	O20	AKTi VIII	5	DMSO	0	AKTi VIII_5_DMSO_5
2	2	O21	AKTi VIII	0.01953125	DMSO	0	AKTi VIII_0.01953125_DMSO_0.01953125
2	2	O22	AKTi VIII	10	DMSO	0	AKTi VIII_10_DMSO_10
2	2	O23	AKTi VIII	0	DMSO	0	DMSO_0_DMSO_0
2	2	O24	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	2	P01	STATTIC	20	STATTIC	20	STATTIC
2	2	P02	DMSO	0	DMSO	0	DMSO_2_DMSO_2
2	2	P03	DMSO	0	DMSO	0	DMSO_3_DMSO_3
2	2	P04	DMSO	0	DMSO	0	DMSO_4_DMSO_4
2	2	P05	DMSO	0	DMSO	0	DMSO_5_DMSO_5
2	2	P06	DMSO	0	DMSO	0	DMSO_6_DMSO_6
2	2	P07	DMSO	0	DMSO	0	DMSO_7_DMSO_7
2	2	P08	DMSO	0	DMSO	0	DMSO_8_DMSO_8
2	2	P09	DMSO	0	DMSO	0	DMSO_9_DMSO_9
2	2	P10	DMSO	0	DMSO	0	DMSO_10_DMSO_10
2	2	P11	DMSO	0	DMSO	0	DMSO_11_DMSO_11
2	2	P12	DMSO	0	DMSO	0	DMSO_12_DMSO_12
2	2	P13	DMSO	0	DMSO	0	DMSO_13_DMSO_13
2	2	P14	DMSO	0	DMSO	0	DMSO_14_DMSO_14
2	2	P15	DMSO	0	DMSO	0	DMSO_15_DMSO_15
2	2	P16	DMSO	0	DMSO	0	DMSO_16_DMSO_16
2	2	P17	DMSO	0	DMSO	0	DMSO_17_DMSO_17
2	2	P18	DMSO	0	DMSO	0	DMSO_18_DMSO_18
2	2	P19	DMSO	0	DMSO	0	DMSO_19_DMSO_19
2	2	P20	DMSO	0	DMSO	0	DMSO_20_DMSO_20
2	2	P21	DMSO	0	DMSO	0	DMSO_21_DMSO_21
2	2	P22	DMSO	0	DMSO	0	DMSO_22_DMSO_22
2	2	P23	DMSO	0	DMSO	0	DMSO_23_DMSO_23
2	2	P24	DMSO	0	DMSO	0	DMSO_24_DMSO_24
